summary,actions,datatypes
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.","The user chooses the schedule, means of transport, and routes for their journey.","['travel schedule', 'means of transport', 'routes']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.",The user is informed about the tickets needed for the journey.,"['travel destination', 'departure date', 'return date', 'preferred transportation method']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.",The user buys all the tickets for their journey in one go through the app.,"['payment information', 'travel destination', 'travel dates', 'passenger names']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.","The app updates regularly with new features, modes of travel, and local transport tickets.","['location data', 'travel preferences', 'payment information']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.","The user buys tickets for long-distance travel, trains, and regional and local transport in one go through the app.","['travel itinerary', 'payment information', 'location data', 'travel preferences']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.",The user compares different route options through the app.,"['location data', 'destination preferences', 'mode of transportation']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.",The user gets help to buy the best ticket through the app.,"['location', 'payment information', 'travel preferences']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.",The user flexibly chooses the first day on which their ticket is valid.,"['travel plans', 'preferred start date']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.","The user pays conveniently and easily using a payment card, Apple Pay, or MobilePay through the app.","['payment card details', 'Apple Pay information', 'MobilePay information']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.","The user checks their ticket information, validity periods, and remaining trips through the app.","['ticket information', 'validity periods', 'remaining trips']"
"The mobile app helps users plan and navigate their journeys with multiple modes of transport, purchase tickets conveniently, keep all tickets in one place, compare route options, and easily manage ticket information and payments.",The user shows their ticket to an inspector using the QR code on the app's home page.,"['ticket information', 'QR code data']"
"The mobile app allows users to easily mirror their iPhone or iPad screens on Fire TV devices, supporting various types of content with minimal latency, no hidden costs, and a restriction concerning certain third-party apps like Netflix and Disney+.","The user mirrors photos, videos, games, websites, apps, presentations, documents, and spreadsheets on Fire TV.","['photos', 'videos', 'games', 'websites', 'apps', 'presentations', 'documents', 'spreadsheets']"
"The mobile app allows users to easily mirror their iPhone or iPad screens on Fire TV devices, supporting various types of content with minimal latency, no hidden costs, and a restriction concerning certain third-party apps like Netflix and Disney+.",The app mentions that it does not have hidden subscriptions or costs.,"['subscription status', 'cost concerns']"
"The mobile app allows you to securely store and access files from any device, share files and folders easily, search for files by name and content, set permissions for sharing, access content offline, and receive notifications for important file activities, with options to purchase additional storage if needed.",The user can securely store files in Google Drive and access them from any device.,"['files', 'device information', 'access history']"
"The mobile app allows you to securely store and access files from any device, share files and folders easily, search for files by name and content, set permissions for sharing, access content offline, and receive notifications for important file activities, with options to purchase additional storage if needed.","The user can easily share files and folders with others for viewing, commenting, or editing.","['files', 'folders', 'shared users', 'comments', 'edits']"
"The mobile app allows you to securely store and access files from any device, share files and folders easily, search for files by name and content, set permissions for sharing, access content offline, and receive notifications for important file activities, with options to purchase additional storage if needed.",The user can search for files by name and content.,"['search queries', 'file names', 'file content']"
"The mobile app allows you to securely store and access files from any device, share files and folders easily, search for files by name and content, set permissions for sharing, access content offline, and receive notifications for important file activities, with options to purchase additional storage if needed.",The user can share documents and folders and set permissions for them.,"['documents', 'folders', 'permissions']"
"The mobile app allows you to securely store and access files from any device, share files and folders easily, search for files by name and content, set permissions for sharing, access content offline, and receive notifications for important file activities, with options to purchase additional storage if needed.",The user can access content offline while on the go.,"['downloaded content', 'location data', 'device information']"
"The mobile app allows you to securely store and access files from any device, share files and folders easily, search for files by name and content, set permissions for sharing, access content offline, and receive notifications for important file activities, with options to purchase additional storage if needed.",The user can receive notifications for important activities in files.,"['notifications', 'file activities']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.","Users play engaging quiz-based games (kahoots) at school, home, and work to increase engagement and learn something new.","['quiz responses', 'learning progress', 'age group', 'educational level']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users explore and discover millions of ready-to-play quiz-based learning games (kahoots).,"['quiz topics', 'learning preferences', 'performance data']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.","Users host quizzes on a big screen and invite friends, family, students, or coworkers to participate.","['quiz questions', ""participants' names"", 'scores', 'performance data']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users play and engage with an audience ranging from 2 to 2000 people.,"{'personal_data': ['audience size', 'engagement level']}"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.","Users can upgrade to access additional game modes, study modes, question types, media options, and customization.","{'personal data': ['upgrade status', 'game preferences', 'study habits', 'question preferences', 'media preferences', 'customization options']}"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.","Users get access to in-app-only study modes such as flashcards, repeat difficult questions, single-player, study groups, and read-aloud technology (Students only).","{'Personal data': ['study preferences', 'performance data', 'study group participation', 'student status']}"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.","Users join live kahoots for studying in class or virtually, and use the app to submit answers.","['study topics', 'class participation data', 'app usage data']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users complete self-paced kahoots and easily repeat difficult questions.,"['quiz responses', 'performance data', 'learning progress']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users study at home or on the go with flashcards and other study modes.,"['study materials', 'learning preferences', 'progress tracking']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users compete with friends in study groups and challenge them with kahoots.,"['study materials', 'quiz scores', 'challenge results', 'friends list']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users turn notes into kahoots with entertaining features.,"['notes', 'kahoots', 'entertaining features']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users access ready-to-play learning content by subject and grade.,"['subject interests', 'grade level']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users get instant feedback from every student in the class.,"['student feedback', 'class participation', 'learning progress']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users track learning progress over time for formative assessment.,"['learning progress', 'time', 'assessment data']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.","Users encourage audience participation and get feedback live using polls, wordclouds, and brainstorms.","['audience responses', 'poll answers', 'wordcloud data', 'brainstorm ideas']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users create courses and assign self-paced kahoots for asynchronous learning.,"['courses', 'self-paced kahoots', 'learning preferences']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users track employee progress using Kahoot! Reports.,"['employee progress', 'performance data', 'feedback', 'quiz results']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users host a live kahoot by sharing their screen to Apple TV or via video conferencing apps.,"['screen sharing', 'device type', 'video conferencing app usage']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users engage kids with learning at home and assign kahoots to challenge family members and friends.,"['educational content preferences', 'family members', 'friends']"
"The mobile app offers engaging quiz-based games (kahoots) for students, teachers, company employees, trivia fans, and lifelong learners to increase engagement and learning, with features including creating and hosting quizzes, access to millions of learning games, and various study modes across different platforms.",Users create their own kahoots and add different question types and image effects.,"['kahoots', 'question types', 'image effects']"
"The mobile app is a professional astrology program for iPhone that offers accurate calculations, smart descriptions, and a wide range of special techniques, including the ability to build various types of astrological charts, view ephemerides and aspects, save and edit natal data, and generate weekly graphic forecasts based on transit aspects to radix.",The user starts a chart from Aries or Asc.,"['zodiac sign', 'astrological interests']"
"The mobile app is a professional astrology program for iPhone that offers accurate calculations, smart descriptions, and a wide range of special techniques, including the ability to build various types of astrological charts, view ephemerides and aspects, save and edit natal data, and generate weekly graphic forecasts based on transit aspects to radix.","The user builds a double wheel chart (natal/transit, natal/progression, natal/directions, natal/solar).","['astrological data', 'birth details']"
"The mobile app is a professional astrology program for iPhone that offers accurate calculations, smart descriptions, and a wide range of special techniques, including the ability to build various types of astrological charts, view ephemerides and aspects, save and edit natal data, and generate weekly graphic forecasts based on transit aspects to radix.","The user saves, loads, changes natal data in DB.",['natal data']
"The mobile app is a professional astrology program for iPhone that offers accurate calculations, smart descriptions, and a wide range of special techniques, including the ability to build various types of astrological charts, view ephemerides and aspects, save and edit natal data, and generate weekly graphic forecasts based on transit aspects to radix.",The user allows manual editing local time in difference of GMT for a specific location.,"['location', 'local time', 'GMT difference']"
"The mobile app is a professional astrology program for iPhone that offers accurate calculations, smart descriptions, and a wide range of special techniques, including the ability to build various types of astrological charts, view ephemerides and aspects, save and edit natal data, and generate weekly graphic forecasts based on transit aspects to radix.",The user builds a weekly graphic forecast based on transit aspects to radix.,"['transit aspects', 'radix', 'weekly forecast']"
"The mobile app is a professional astrology program for iPhone that offers accurate calculations, smart descriptions, and a wide range of special techniques, including the ability to build various types of astrological charts, view ephemerides and aspects, save and edit natal data, and generate weekly graphic forecasts based on transit aspects to radix.",The user swipes forward/backward to rebuild weekly graphic forecast in the future or in the past.,"['location data', 'weather preferences']"
"The mobile app is a professional astrology program for iPhone that offers accurate calculations, smart descriptions, and a wide range of special techniques, including the ability to build various types of astrological charts, view ephemerides and aspects, save and edit natal data, and generate weekly graphic forecasts based on transit aspects to radix.",The user builds a single day graphic forecast by double tap on a weekly graphic.,"['location', 'weather preferences', 'device type']"
"The mobile app is a professional astrology program for iPhone that offers accurate calculations, smart descriptions, and a wide range of special techniques, including the ability to build various types of astrological charts, view ephemerides and aspects, save and edit natal data, and generate weekly graphic forecasts based on transit aspects to radix.",The user displays the author's text description of the horoscope.,"['horoscope text description', 'zodiac sign']"
"The mobile app allows users to earn rewards and loyalty benefits at INA stores by using a virtual card, finding nearby locations, accessing coupons and benefits offline, participating in challenges, collecting stamps, and winning surprises and rewards.",The user uses their virtual card for every purchase at INA.,"['purchase history', 'transaction amounts', 'location data']"
"The mobile app allows users to earn rewards and loyalty benefits at INA stores by using a virtual card, finding nearby locations, accessing coupons and benefits offline, participating in challenges, collecting stamps, and winning surprises and rewards.",The user wins special rewards and loyalty benefits.,"['loyalty program membership status', 'purchase history', 'contact information']"
"The mobile app allows users to earn rewards and loyalty benefits at INA stores by using a virtual card, finding nearby locations, accessing coupons and benefits offline, participating in challenges, collecting stamps, and winning surprises and rewards.","The user participates in challenges, collects stamps, and earns rewards.","['challenges', 'stamps', 'rewards']"
"The mobile app is a responsive, simple, and intuitive tool for knitters to calculate how to increase and decrease stitches evenly, with additional features like a list of abbreviations and a stitch counter.",The user uses the knitting calculator to compute how to increase and decrease stitches evenly.,"['knitting project details', 'stitch count', 'desired measurements', 'yarn weight', 'knitting gauge']"
"The mobile app is a responsive, simple, and intuitive tool for knitters to calculate how to increase and decrease stitches evenly, with additional features like a list of abbreviations and a stitch counter.","The user creates buttonholes following the instructions provided by the app (e.g., 'k2tog').",{'Personal data': []}
"The mobile app is a responsive, simple, and intuitive tool for knitters to calculate how to increase and decrease stitches evenly, with additional features like a list of abbreviations and a stitch counter.","Users experiencing issues, needing help, or having recommendations can contact the app support team via email at post@godtid.no.","['name', 'email address', 'issue details', 'recommendations']"
"The mobile app provides a comprehensive overview of Club Matas member benefits, personalized shopping experiences with a wide range of products, opportunities to earn bonus gifts through Mine Brands, daily competitions, and assistance with in-store discounts and product information.","The user has a personalized shopping experience by searching, scanning a barcode, or taking a picture to find desired products.","['search history', 'scanned barcodes', 'product preferences', 'images taken for product search']"
"The mobile app provides a comprehensive overview of Club Matas member benefits, personalized shopping experiences with a wide range of products, opportunities to earn bonus gifts through Mine Brands, daily competitions, and assistance with in-store discounts and product information.",The user can earn bonus gifts by signing up for Mine Brands and shopping from specific brands.,"['shopping preferences', 'email address', 'name', 'age range']"
"The mobile app provides a comprehensive overview of Club Matas member benefits, personalized shopping experiences with a wide range of products, opportunities to earn bonus gifts through Mine Brands, daily competitions, and assistance with in-store discounts and product information.","The user can use the app in-store to manage discounts, points, and exclusive offers.","['location data', 'purchase history', 'discount preferences', 'loyalty points', 'exclusive offers']"
"The mobile app provides a comprehensive overview of Club Matas member benefits, personalized shopping experiences with a wide range of products, opportunities to earn bonus gifts through Mine Brands, daily competitions, and assistance with in-store discounts and product information.",The user scans products to read reviews from other members before making a purchase.,"['products scanned', 'reviews read', 'purchase history']"
"The mobile app provides a comprehensive overview of Club Matas member benefits, personalized shopping experiences with a wide range of products, opportunities to earn bonus gifts through Mine Brands, daily competitions, and assistance with in-store discounts and product information.",The user can contact customer service via email or phone.,"['email address', 'phone number']"
"The mobile app makes parking more convenient by helping you find parking areas, pay for parking securely with your saved payment card, and receive a receipt via email, provided by Q-Park Finland Oy.",The user pays for parking through the Taskuparkki app.,{'Personal data': []}
"The mobile app makes parking more convenient by helping you find parking areas, pay for parking securely with your saved payment card, and receive a receipt via email, provided by Q-Park Finland Oy.",The user receives a receipt for parking via email from the Taskuparkki app.,"['email address', 'parking location', 'parking duration', 'payment amount']"
"The mobile app makes parking more convenient by helping you find parking areas, pay for parking securely with your saved payment card, and receive a receipt via email, provided by Q-Park Finland Oy.",The user pays for parking securely using a stored payment card in the Taskuparkki app.,['payment card details']
"The mobile app makes parking more convenient by helping you find parking areas, pay for parking securely with your saved payment card, and receive a receipt via email, provided by Q-Park Finland Oy.",Q-Park Finland Oy provides the parking service through the Taskuparkki app.,{'Personal data': []}
"The mobile app allows you to calibrate your radio controlled watch or clock using various longwave time signal stations worldwide, by simply transmitting accurate time signals through your iPhone/iPad's speaker.",The user sets their watch or clock to manual receive time signal.,{'Personal data': []}
"The mobile app provides daily updates on crime news in the Netherlands, including articles, background information, and coverage from other media sources, and allows users to submit tips, photos, and videos related to criminal activities.",The user reads daily articles about crime news.,"['crime news', 'reading habits', 'interests']"
"The mobile app provides daily updates on crime news in the Netherlands, including articles, background information, and coverage from other media sources, and allows users to submit tips, photos, and videos related to criminal activities.",The user can read articles from other media sources about crime.,"['reading history', 'interest in crime news', 'preferred media sources']"
"The mobile app provides daily updates on crime news in the Netherlands, including articles, background information, and coverage from other media sources, and allows users to submit tips, photos, and videos related to criminal activities.",The user can submit tips about crime news.,"{'Personal data': ['location', 'crime news knowledge', 'anonymity preference']}"
"The mobile app is a simple chromatic tuner with a tone generator and features such as live pitch graph, accurate tuning to ±0.1 cents, tone range of 3 octaves, adjustable A⁴ frequency, piano key visualization, detection latency settings, smart detection using machine learning, system time display, and line thickness adjustment for live pitch graph.",The user tunes various musical instruments using the chromatic tuner.,"['musical instruments', 'tuning preferences']"
"The mobile app is a simple chromatic tuner with a tone generator and features such as live pitch graph, accurate tuning to ±0.1 cents, tone range of 3 octaves, adjustable A⁴ frequency, piano key visualization, detection latency settings, smart detection using machine learning, system time display, and line thickness adjustment for live pitch graph.",The user utilizes the Tone Generator to play reference musical notes for tuning.,"['musical notes', 'instrument type']"
"The mobile app is a simple chromatic tuner with a tone generator and features such as live pitch graph, accurate tuning to ±0.1 cents, tone range of 3 octaves, adjustable A⁴ frequency, piano key visualization, detection latency settings, smart detection using machine learning, system time display, and line thickness adjustment for live pitch graph.",The user visualizes pitch on piano keys.,"['musical interests', 'preferred instrument', 'level of proficiency']"
"The mobile app is a simple chromatic tuner with a tone generator and features such as live pitch graph, accurate tuning to ±0.1 cents, tone range of 3 octaves, adjustable A⁴ frequency, piano key visualization, detection latency settings, smart detection using machine learning, system time display, and line thickness adjustment for live pitch graph.",The user enables Smart Detection for pitch detection based on specific instrument or vocal sounds.,"['instrument preferences', 'vocal preferences']"
"The mobile app offers over 180 knots across various categories for fishing, climbing, boating, scouting, and more, with detailed reference information and interactive 3D animations for easy learning and practice.",The user browses through over 180 unique knots in different categories within the Knots 3D app.,"['knots', 'knot categories']"
"The mobile app offers over 180 knots across various categories for fishing, climbing, boating, scouting, and more, with detailed reference information and interactive 3D animations for easy learning and practice.",The user saves favorite knots for quick review in Knots 3D app.,['favorite knots']
"The mobile app offers over 180 knots across various categories for fishing, climbing, boating, scouting, and more, with detailed reference information and interactive 3D animations for easy learning and practice.","The user studies knots in 360-degree, 3D views by rotating them with a swipe of a finger within the Knots 3D app.","['knots', 'viewing preferences', 'interaction gestures']"
"The mobile app offers over 180 knots across various categories for fishing, climbing, boating, scouting, and more, with detailed reference information and interactive 3D animations for easy learning and practice.","The app provides detailed reference information for each knot, including tying pointers, strength and reliability, structural info, and Ashley reference numbers (ABoK).","['knot tying techniques', 'strength and reliability preferences', 'structural information preferences', 'Ashley reference numbers (ABoK)']"
"The mobile app offers over 180 knots across various categories for fishing, climbing, boating, scouting, and more, with detailed reference information and interactive 3D animations for easy learning and practice.",The user selects knots from a wide variety available in Knots 3D app and sees how they are tied in incredible detail.,"['preferred knots', 'knot tying techniques', 'interest in outdoor activities', 'device information']"
"The mobile app offers over 180 knots across various categories for fishing, climbing, boating, scouting, and more, with detailed reference information and interactive 3D animations for easy learning and practice.",The user enjoys high-res graphics with photo-realistic rope textures while learning knots in Knots 3D app.,"['knots learning activity', 'graphics preferences', 'app usage data']"
"The mobile app offers over 180 knots across various categories for fishing, climbing, boating, scouting, and more, with detailed reference information and interactive 3D animations for easy learning and practice.",The user switches between Dark mode and Light Mode in Knots 3D app for better visibility and user preference.,"['user preferences', 'visual preferences']"
"The mobile app allows users to mirror their iPhone or iPad screen and sound on Chromecast in Full HD Quality, supporting various devices and ensuring low latency under good wifi conditions, with no hidden subscriptions or costs.",The user mirrors their iPhone or iPad screen and sound on Chromecast in Full HD Quality.,"['device type', 'screen mirroring', 'sound mirroring', 'Chromecast usage']"
"The mobile app allows users to mirror their iPhone or iPad screen and sound on Chromecast in Full HD Quality, supporting various devices and ensuring low latency under good wifi conditions, with no hidden subscriptions or costs.","The user mirrors photos, videos, games, websites, apps, presentations, documents, and spreadsheets on Chromecast.","['photos', 'videos', 'games', 'websites', 'apps', 'presentations', 'documents', 'spreadsheets']"
"The mobile app allows users to mirror their iPhone or iPad screen and sound on Chromecast in Full HD Quality, supporting various devices and ensuring low latency under good wifi conditions, with no hidden subscriptions or costs.","The app instructs the user not to use VPN, Proxy, VLANS, and Subnets for screen mirroring.",['networking preferences']
"The mobile app allows users to mirror their iPhone or iPad screen and sound on Chromecast in Full HD Quality, supporting various devices and ensuring low latency under good wifi conditions, with no hidden subscriptions or costs.",The app informs the user about black screen issues with certain third-party apps like Netflix and Disney+.,"['device information', 'apps installed', 'screen resolution', 'usage patterns']"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.",The user views recordings and live images from up to 16 cameras simultaneously.,"['camera recordings', 'live images', 'camera locations']"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.",The user arranges camera layout using drag & drop feature.,"['camera layout', 'drag & drop feature']"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.",The user receives push notifications when someone rings the doorbell.,"{'Personal data': ['location data', 'device information', 'notification preferences']}"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.",The user saves an instant photo/video clip from the live view.,"['photos', 'videos', 'location data', 'device information']"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.",The user zooms in and out using pinch-to-zoom function in live camera feed and playback.,"['live camera feed', 'playback']"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.",The app provides remote access to ABUS products via WLAN and mobile internet.,"['location data', 'device information', 'user credentials']"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.",The user groups cameras as favorites and creates different scenarios on the new intuitive interface.,"['cameras', 'favorite groups', 'scenarios', 'interface preferences']"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.","The user controls alarm outputs of security cameras through the app, enabling control of switches or relays.","['alarm settings', 'security camera feeds', 'switches', 'relays']"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.",The user receives push notifications for events like doorbell rings or triggered alarms.,"['location data', 'home security settings', 'device information']"
"The mobile app provides easy and convenient access to selected ABUS products through a user-friendly interface, allowing for setup of cameras and recorders via QR code or IP address input, simultaneous viewing of recordings and live images from up to 16 cameras, remote access to live images and recordings, push notifications for events like doorbells, direct saving of images/clips, pinch-to-zoom function, control of PTZ cameras, and operation of switches or relays for functions like opening doors or activating light switches.",The user captures instant photos/video clips from live view for local storage and further sharing via email or upload.,"['photos', 'video clips', 'location data', 'email address']"
"The mobile app revolutionizes the traditional calculator design with a freeform canvas, responsive results, linked numbers, real-time graphing, and extensive features for everyday and advanced calculations, offering a modern, efficient, and versatile tool for iPhone and iPad users.",The user edits numbers on the canvas and sees all results update automatically.,"['numbers', 'edited data', 'results', 'canvas']"
"The mobile app revolutionizes the traditional calculator design with a freeform canvas, responsive results, linked numbers, real-time graphing, and extensive features for everyday and advanced calculations, offering a modern, efficient, and versatile tool for iPhone and iPad users.",The user drags numbers around the canvas and reuses them as needed.,"['numbers', 'canvas interactions']"
"The mobile app revolutionizes the traditional calculator design with a freeform canvas, responsive results, linked numbers, real-time graphing, and extensive features for everyday and advanced calculations, offering a modern, efficient, and versatile tool for iPhone and iPad users.",The user annotates numbers with text labels for organization.,"['numbers', 'text labels']"
"The mobile app revolutionizes the traditional calculator design with a freeform canvas, responsive results, linked numbers, real-time graphing, and extensive features for everyday and advanced calculations, offering a modern, efficient, and versatile tool for iPhone and iPad users.",The user links numbers to real-time graphing to visualize mathematical functions.,"['mathematical functions', 'real-time data', 'visualization preferences']"
"The mobile app revolutionizes the traditional calculator design with a freeform canvas, responsive results, linked numbers, real-time graphing, and extensive features for everyday and advanced calculations, offering a modern, efficient, and versatile tool for iPhone and iPad users.",The user tweaks numbers using the Slider and observes real-time updates on results and graphs.,"['numbers', 'results', 'graphs']"
"The mobile app revolutionizes the traditional calculator design with a freeform canvas, responsive results, linked numbers, real-time graphing, and extensive features for everyday and advanced calculations, offering a modern, efficient, and versatile tool for iPhone and iPad users.","The user shares the canvas by printing, exporting as PDF, copying calculations as text, or saving as an image.","['canvas', 'calculations']"
"The mobile app revolutionizes the traditional calculator design with a freeform canvas, responsive results, linked numbers, real-time graphing, and extensive features for everyday and advanced calculations, offering a modern, efficient, and versatile tool for iPhone and iPad users.",The user uses undo support for reverting changes.,"{'personal data': ['changes made', 'time of changes', 'device information']}"
"The mobile app revolutionizes the traditional calculator design with a freeform canvas, responsive results, linked numbers, real-time graphing, and extensive features for everyday and advanced calculations, offering a modern, efficient, and versatile tool for iPhone and iPad users.",The app features a fast calculation engine with over 20 mathematical functions and scientific notation formatting options.,"['mathematical functions', 'scientific notation preferences']"
